FIPS State Code|FIPS County Code|County Name|State|CBSA Number|One-Unit Limit|Two-Unit Limit|Three-Unit Limit|Four-Unit Limit
01|113|RUSSELLCOUNTY|AL|17980|510400|653550|789950|981700
01|115|ST.CLAIRCOUNTY|AL|13820|510400|653550|789950|981700
01|117|SHELBYCOUNTY|AL|13820|510400|653550|789950|981700
01|119|SUMTERCOUNTY|AL||510400|653550|789950|981700
01|121|TALLADEGACOUNTY|AL|45180|510400|653550|789950|981700
01|123|TALLAPOOSACOUNTY|AL|10760|510400|653550|789950|981700
01|125|TUSCALOOSACOUNTY|AL|46220|510400|653550|789950|981700
01|127|WALKERCOUNTY|AL|27530|510400|653550|789950|981700
01|129|WASHINGTONCOUNTY|AL|33660|510400|653550|789950|981700
01|131|WILCOXCOUNTY|AL||510400|653550|789950|981700
01|133|WINSTONCOUNTY|AL||510400|653550|789950|981700
02|013|ALEUTIANSEASTBOROUGH|AK||765600|980325|1184925|1472550
02|016|ALEUTIANSWESTCENSUSAREA|AK||765600|980325|1184925|1472550
02|020|ANCHORAGEMUNICIPALITY|AK|11260|765600|980325|1184925|1472550
02|050|BETHELCENSUSAREA|AK||765600|980325|1184925|1472550
02|060|BRISTOLBAYBOROUGH|AK||765600|980325|1184925|1472550
02|068|DENALIBOROUGH|AK||765600|980325|1184925|1472550
02|070|DILLINGHAMCENSUSAREA|AK||765600|980325|1184925|1472550
02|090|FAIRBANKSNORTHSTARBOROUGH|AK|21820|765600|980325|1184925|1472550
02|100|HAINESBOROUGH|AK||765600|980325|1184925|1472550
02|105|HOONAH-ANGOONCENSUSAREA|AK||765600|980325|1184925|1472550
02|110|JUNEAUCITYANDBOROUGH|AK|27940|765600|980325|1184925|1472550
02|122|KENAIPENINSULABOROUGH|AK||765600|980325|1184925|1472550
02|130|KETCHIKANGATEWAYBOROUGH|AK|28540|765600|980325|1184925|1472550
02|150|KODIAKISLANDBOROUGH|AK||765600|980325|1184925|1472550
02|158|KUSILVAKCENSUSAREA|AK||765600|980325|1184925|1472550
02|164|LAKEANDPENINSULABOROUGH|AK||765600|980325|1184925|1472550
02|170|MATANUSKA-SUSITNABOROUGH|AK|11260|765600|980325|1184925|1472550
02|180|NOMECENSUSAREA|AK||765600|980325|1184925|1472550
02|185|NORTHSLOPEBOROUGH|AK||765600|980325|1184925|1472550
02|188|NORTHWESTARCTICBOROUGH|AK||765600|980325|1184925|1472550
02|195|PETERSBURGCENSUSAREA|AK||765600|980325|1184925|1472550
02|198|PRINCEOFWALES-HYDERCENSUSAREA|AK||765600|980325|1184925|1472550
02|220|SITKACITYANDBOROUGH|AK||765600|980325|1184925|1472550
02|230|SKAGWAYMUNICIPALITY|AK||765600|980325|1184925|1472550
02|240|SOUTHEASTFAIRBANKSCENSUSAREA|AK||765600|980325|1184925|1472550
02|261|VALDEZ-CORDOVACENSUSAREA|AK||765600|980325|1184925|1472550
02|275|WRANGELLCITYANDBOROUGH|AK||765600|980325|1184925|1472550
02|282|YAKUTATCITYANDBOROUGH|AK||765600|980325|1184925|1472550
02|290|YUKON-KOYUKUKCENSUSAREA|AK||765600|980325|1184925|1472550
04|001|APACHECOUNTY|AZ||510400|653550|789950|981700
04|003|COCHISECOUNTY|AZ|43420|510400|653550|789950|981700
04|005|COCONINOCOUNTY|AZ|22380|510400|653550|789950|981700
04|007|GILACOUNTY|AZ|37740|510400|653550|789950|981700
04|009|GRAHAMCOUNTY|AZ|40940|510400|653550|789950|981700
04|011|GREENLEECOUNTY|AZ||510400|653550|789950|981700
04|012|LAPAZCOUNTY|AZ||510400|653550|789950|981700
04|013|MARICOPACOUNTY|AZ|38060|510400|653550|789950|981700
04|015|MOHAVECOUNTY|AZ|29420|510400|653550|789950|981700
04|017|NAVAJOCOUNTY|AZ|43320|510400|653550|789950|981700
04|019|PIMACOUNTY|AZ|46060|510400|653550|789950|981700
04|021|PINALCOUNTY|AZ|38060|510400|653550|789950|981700
04|023|SANTACRUZCOUNTY|AZ|35700|510400|653550|789950|981700
04|025|YAVAPAICOUNTY|AZ|39150|510400|653550|789950|981700
04|027|YUMACOUNTY|AZ|49740|510400|653550|789950|981700
05|001|ARKANSASCOUNTY|AR||510400|653550|789950|981700
05|003|ASHLEYCOUNTY|AR||510400|653550|789950|981700
05|005|BAXTERCOUNTY|AR|34260|510400|653550|789950|981700
05|007|BENTONCOUNTY|AR|22220|510400|653550|789950|981700
05|009|BOONECOUNTY|AR|25460|510400|653550|789950|981700
05|011|BRADLEYCOUNTY|AR||510400|653550|789950|981700
05|013|CALHOUNCOUNTY|AR|15780|510400|653550|789950|981700
05|015|CARROLLCOUNTY|AR||510400|653550|789950|981700
05|017|CHICOTCOUNTY|AR||510400|653550|789950|981700
05|019|CLARKCOUNTY|AR|11660|510400|653550|789950|981700
05|021|CLAYCOUNTY|AR||510400|653550|789950|981700
05|023|CLEBURNECOUNTY|AR||510400|653550|789950|981700
05|025|CLEVELANDCOUNTY|AR|38220|510400|653550|789950|981700
05|027|COLUMBIACOUNTY|AR|31620|510400|653550|789950|981700
05|029|CONWAYCOUNTY|AR||510400|653550|789950|981700
05|031|CRAIGHEADCOUNTY|AR|27860|510400|653550|789950|981700
05|033|CRAWFORDCOUNTY|AR|22900|510400|653550|789950|981700
05|035|CRITTENDENCOUNTY|AR|32820|510400|653550|789950|981700
05|037|CROSSCOUNTY|AR||510400|653550|789950|981700
05|039|DALLASCOUNTY|AR||510400|653550|789950|981700
05|041|DESHACOUNTY|AR||510400|653550|789950|981700
05|043|DREWCOUNTY|AR||510400|653550|789950|981700
05|045|FAULKNERCOUNTY|AR|30780|510400|653550|789950|981700
05|047|FRANKLINCOUNTY|AR|22900|510400|653550|789950|981700
05|049|FULTONCOUNTY|AR||510400|653550|789950|981700
05|051|GARLANDCOUNTY|AR|26300|510400|653550|789950|981700
05|053|GRANTCOUNTY|AR|30780|510400|653550|789950|981700
05|055|GREENECOUNTY|AR|37500|510400|653550|789950|981700
05|057|HEMPSTEADCOUNTY|AR|26260|510400|653550|789950|981700
05|059|HOTSPRINGCOUNTY|AR|31680|510400|653550|789950|981700
05|061|HOWARDCOUNTY|AR||510400|653550|789950|981700
05|063|INDEPENDENCECOUNTY|AR|12900|510400|653550|789950|981700
05|065|IZARDCOUNTY|AR||510400|653550|789950|981700
05|067|JACKSONCOUNTY|AR||510400|653550|789950|981700
05|069|JEFFERSONCOUNTY|AR|38220|510400|653550|789950|981700
05|071|JOHNSONCOUNTY|AR||510400|653550|789950|981700
05|073|LAFAYETTECOUNTY|AR||510400|653550|789950|981700
05|075|LAWRENCECOUNTY|AR||510400|653550|789950|981700
05|077|LEECOUNTY|AR||510400|653550|789950|981700
05|079|LINCOLNCOUNTY|AR|38220|510400|653550|789950|981700
05|081|LITTLERIVERCOUNTY|AR|45500|510400|653550|789950|981700
05|083|LOGANCOUNTY|AR||510400|653550|789950|981700
05|085|LONOKECOUNTY|AR|30780|510400|653550|789950|981700
05|087|MADISONCOUNTY|AR|22220|510400|653550|789950|981700
05|089|MARIONCOUNTY|AR||510400|653550|789950|981700
05|091|MILLERCOUNTY|AR|45500|510400|653550|789950|981700
05|093|MISSISSIPPICOUNTY|AR|14180|510400|653550|789950|981700
05|095|MONROECOUNTY|AR||510400|653550|789950|981700
05|097|MONTGOMERYCOUNTY|AR||510400|653550|789950|981700
05|099|NEVADACOUNTY|AR|26260|510400|653550|789950|981700
05|101|NEWTONCOUNTY|AR|25460|510400|653550|789950|981700
05|103|OUACHITACOUNTY|AR|15780|510400|653550|789950|981700
05|105|PERRYCOUNTY|AR|30780|510400|653550|789950|981700
05|107|PHILLIPSCOUNTY|AR|25760|510400|653550|789950|981700
05|109|PIKECOUNTY|AR||510400|653550|789950|981700
05|111|POINSETTCOUNTY|AR|27860|510400|653550|789950|981700
05|113|POLKCOUNTY|AR||510400|653550|789950|981700
05|115|POPECOUNTY|AR|40780|510400|653550|789950|981700
05|117|PRAIRIECOUNTY|AR||510400|653550|789950|981700
05|119|PULASKICOUNTY|AR|30780|510400|653550|789950|981700
05|121|RANDOLPHCOUNTY|AR||510400|653550|789950|981700
05|123|ST.FRANCISCOUNTY|AR|22620|510400|653550|789950|981700
05|125|SALINECOUNTY|AR|30780|510400|653550|789950|981700
05|127|SCOTTCOUNTY|AR||510400|653550|789950|981700
05|129|SEARCYCOUNTY|AR||510400|653550|789950|981700
05|131|SEBASTIANCOUNTY|AR|22900|510400|653550|789950|981700
05|133|SEVIERCOUNTY|AR||510400|653550|789950|981700
05|135|SHARPCOUNTY|AR|12900|510400|653550|789950|981700
05|137|STONECOUNTY|AR||510400|653550|789950|981700
05|139|UNIONCOUNTY|AR|20980|510400|653550|789950|981700
05|141|VANBURENCOUNTY|AR||510400|653550|789950|981700
05|143|WASHINGTONCOUNTY|AR|22220|510400|653550|789950|981700
05|145|WHITECOUNTY|AR|42620|510400|653550|789950|981700
05|147|WOODRUFFCOUNTY|AR||510400|653550|789950|981700
05|149|YELLCOUNTY|AR|40780|510400|653550|789950|981700
06|001|ALAMEDACOUNTY|CA|41860|765600|980325|1184925|1472550
06|003|ALPINECOUNTY|CA||510400|653550|789950|981700
06|005|AMADORCOUNTY|CA||510400|653550|789950|981700
06|007|BUTTECOUNTY|CA|17020|510400|653550|789950|981700
06|009|CALAVERASCOUNTY|CA||510400|653550|789950|981700
06|011|COLUSACOUNTY|CA||510400|653550|789950|981700
06|013|CONTRACOSTACOUNTY|CA|41860|765600|980325|1184925|1472550
06|015|DELNORTECOUNTY|CA|18860|510400|653550|789950|981700
06|017|ELDORADOCOUNTY|CA|40900|569250|728750|880900|1094700
06|019|FRESNOCOUNTY|CA|23420|510400|653550|789950|981700
06|021|GLENNCOUNTY|CA||510400|653550|789950|981700
06|023|HUMBOLDTCOUNTY|CA|21700|510400|653550|789950|981700
06|025|IMPERIALCOUNTY|CA|20940|510400|653550|789950|981700
06|027|INYOCOUNTY|CA||510400|653550|789950|981700
06|029|KERNCOUNTY|CA|12540|510400|653550|789950|981700
06|031|KINGSCOUNTY|CA|25260|510400|653550|789950|981700
06|033|LAKECOUNTY|CA|17340|510400|653550|789950|981700
06|035|LASSENCOUNTY|CA|45000|510400|653550|789950|981700
06|037|LOSANGELESCOUNTY|CA|31080|765600|980325|1184925|1472550
06|039|MADERACOUNTY|CA|31460|510400|653550|789950|981700
06|041|MARINCOUNTY|CA|41860|765600|980325|1184925|1472550
06|043|MARIPOSACOUNTY|CA||510400|653550|789950|981700
06|045|MENDOCINOCOUNTY|CA|46380|510400|653550|789950|981700
06|047|MERCEDCOUNTY|CA|32900|510400|653550|789950|981700
06|049|MODOCCOUNTY|CA||510400|653550|789950|981700
06|051|MONOCOUNTY|CA||529000|677200|818600|1017300
06|053|MONTEREYCOUNTY|CA|41500|672750|861250|1041050|1293750
06|055|NAPACOUNTY|CA|34900|764750|979000|1183400|1470700
06|057|NEVADACOUNTY|CA|46020|510400|653550|789950|981700
06|059|ORANGECOUNTY|CA|31080|765600|980325|1184925|1472550
06|061|PLACERCOUNTY|CA|40900|569250|728750|880900|1094700
06|063|PLUMASCOUNTY|CA||510400|653550|789950|981700
06|065|RIVERSIDECOUNTY|CA|40140|510400|653550|789950|981700
06|067|SACRAMENTOCOUNTY|CA|40900|569250|728750|880900|1094700
06|069|SANBENITOCOUNTY|CA|41940|765600|980325|1184925|1472550
06|071|SANBERNARDINOCOUNTY|CA|40140|510400|653550|789950|981700
06|073|SANDIEGOCOUNTY|CA|41740|701500|898050|1085550|1349050
06|075|SANFRANCISCOCOUNTY|CA|41860|765600|980325|1184925|1472550
06|077|SANJOAQUINCOUNTY|CA|44700|510400|653550|789950|981700
06|079|SANLUISOBISPOCOUNTY|CA|42020|690000|883300|1067750|1326950
06|081|SANMATEOCOUNTY|CA|41860|765600|980325|1184925|1472550
06|083|SANTABARBARACOUNTY|CA|42200|625500|800775|967950|1202925
06|085|SANTACLARACOUNTY|CA|41940|765600|980325|1184925|1472550
06|087|SANTACRUZCOUNTY|CA|42100|765600|980325|1184925|1472550
06|089|SHASTACOUNTY|CA|39820|510400|653550|789950|981700
06|091|SIERRACOUNTY|CA||510400|653550|789950|981700
06|093|SISKIYOUCOUNTY|CA||510400|653550|789950|981700
06|095|SOLANOCOUNTY|CA|46700|510400|653550|789950|981700
06|097|SONOMACOUNTY|CA|42220|704950|902450|1090850|1355700
06|099|STANISLAUSCOUNTY|CA|33700|510400|653550|789950|981700
06|101|SUTTERCOUNTY|CA|49700|510400|653550|789950|981700
06|103|TEHAMACOUNTY|CA|39780|510400|653550|789950|981700
06|105|TRINITYCOUNTY|CA||510400|653550|789950|981700
06|107|TULARECOUNTY|CA|47300|510400|653550|789950|981700
06|109|TUOLUMNECOUNTY|CA|43760|510400|653550|789950|981700
06|111|VENTURACOUNTY|CA|37100|713000|912750|1103350|1371150
06|113|YOLOCOUNTY|CA|40900|569250|728750|880900|1094700
06|115|YUBACOUNTY|CA|49700|510400|653550|789950|981700
08|001|ADAMSCOUNTY|CO|19740|575000|736100|889800|1105800
08|003|ALAMOSACOUNTY|CO||510400|653550|789950|981700
08|005|ARAPAHOECOUNTY|CO|19740|575000|736100|889800|1105800
08|007|ARCHULETACOUNTY|CO||510400|653550|789950|981700
08|009|BACACOUNTY|CO||510400|653550|789950|981700
08|011|BENTCOUNTY|CO||510400|653550|789950|981700
08|013|BOULDERCOUNTY|CO|14500|644000|824450|996550|1238500
08|014|BROOMFIELDCOUNTY|CO|19740|575000|736100|889800|1105800
08|015|CHAFFEECOUNTY|CO||510400|653550|789950|981700
08|017|CHEYENNECOUNTY|CO||510400|653550|789950|981700
08|019|CLEARCREEKCOUNTY|CO|19740|575000|736100|889800|1105800
08|021|CONEJOSCOUNTY|CO||510400|653550|789950|981700
08|023|COSTILLACOUNTY|CO||510400|653550|789950|981700
08|025|CROWLEYCOUNTY|CO||510400|653550|789950|981700
08|027|CUSTERCOUNTY|CO||510400|653550|789950|981700
08|029|DELTACOUNTY|CO||510400|653550|789950|981700
08|031|DENVERCOUNTY|CO|19740|575000|736100|889800|1105800
08|033|DOLORESCOUNTY|CO||510400|653550|789950|981700
08|035|DOUGLASCOUNTY|CO|19740|575000|736100|889800|1105800
08|037|EAGLECOUNTY|CO|20780|750950|961350|1162050|1444150
08|039|ELBERTCOUNTY|CO|19740|575000|736100|889800|1105800
08|041|ELPASOCOUNTY|CO|17820|510400|653550|789950|981700
08|043|FREMONTCOUNTY|CO|15860|510400|653550|789950|981700
08|045|GARFIELDCOUNTY|CO|24060|765600|980325|1184925|1472550
08|047|GILPINCOUNTY|CO|19740|575000|736100|889800|1105800
08|049|GRANDCOUNTY|CO||510400|653550|789950|981700
08|051|GUNNISONCOUNTY|CO||510400|653550|789950|981700
08|053|HINSDALECOUNTY|CO||510400|653550|789950|981700
08|055|HUERFANOCOUNTY|CO||510400|653550|789950|981700
08|057|JACKSONCOUNTY|CO||510400|653550|789950|981700
08|059|JEFFERSONCOUNTY|CO|19740|575000|736100|889800|1105800
08|061|KIOWACOUNTY|CO||510400|653550|789950|981700
08|063|KITCARSONCOUNTY|CO||510400|653550|789950|981700
08|065|LAKECOUNTY|CO||625500|800775|967950|1202925
08|067|LAPLATACOUNTY|CO|20420|510400|653550|789950|981700
08|069|LARIMERCOUNTY|CO|22660|510400|653550|789950|981700
08|071|LASANIMASCOUNTY|CO||510400|653550|789950|981700
08|073|LINCOLNCOUNTY|CO||510400|653550|789950|981700
08|075|LOGANCOUNTY|CO|44540|510400|653550|789950|981700
08|077|MESACOUNTY|CO|24300|510400|653550|789950|981700
08|079|MINERALCOUNTY|CO||510400|653550|789950|981700
08|081|MOFFATCOUNTY|CO|18780|510400|653550|789950|981700
08|083|MONTEZUMACOUNTY|CO||510400|653550|789950|981700
08|085|MONTROSECOUNTY|CO|33940|510400|653550|789950|981700
08|087|MORGANCOUNTY|CO|22820|510400|653550|789950|981700
08|089|OTEROCOUNTY|CO||510400|653550|789950|981700
08|091|OURAYCOUNTY|CO|33940|510400|653550|789950|981700
08|093|PARKCOUNTY|CO|19740|575000|736100|889800|1105800
08|095|PHILLIPSCOUNTY|CO||510400|653550|789950|981700
08|097|PITKINCOUNTY|CO|24060|765600|980325|1184925|1472550
08|099|PROWERSCOUNTY|CO||510400|653550|789950|981700
08|101|PUEBLOCOUNTY|CO|39380|510400|653550|789950|981700
08|103|RIOBLANCOCOUNTY|CO||510400|653550|789950|981700
08|105|RIOGRANDECOUNTY|CO||510400|653550|789950|981700
08|107|ROUTTCOUNTY|CO|44460|638250|817050|987650|1227400
08|109|SAGUACHECOUNTY|CO||510400|653550|789950|981700
08|111|SANJUANCOUNTY|CO||510400|653550|789950|981700
08|113|SANMIGUELCOUNTY|CO||625500|800775|967950|1202925
08|115|SEDGWICKCOUNTY|CO||510400|653550|789950|981700
08|117|SUMMITCOUNTY|CO|14720|625500|800775|967950|1202925
08|119|TELLERCOUNTY|CO|17820|510400|653550|789950|981700
08|121|WASHINGTONCOUNTY|CO||510400|653550|789950|981700
08|123|WELDCOUNTY|CO|24540|510400|653550|789950|981700
08|125|YUMACOUNTY|CO||510400|653550|789950|981700
09|001|FAIRFIELDCOUNTY|CT|14860|601450|769950|930700|1156650
09|003|HARTFORDCOUNTY|CT|25540|510400|653550|789950|981700
09|005|LITCHFIELDCOUNTY|CT|45860|510400|653550|789950|981700
09|007|MIDDLESEXCOUNTY|CT|25540|510400|653550|789950|981700
09|009|NEWHAVENCOUNTY|CT|35300|510400|653550|789950|981700
09|011|NEWLONDONCOUNTY|CT|35980|510400|653550|789950|981700
09|013|TOLLANDCOUNTY|CT|25540|510400|653550|789950|981700
09|015|WINDHAMCOUNTY|CT|49340|510400|653550|789950|981700
10|001|KENTCOUNTY|DE|20100|510400|653550|789950|981700
10|003|NEWCASTLECOUNTY|DE|37980|510400|653550|789950|981700
10|005|SUSSEXCOUNTY|DE|41540|510400|653550|789950|981700
11|001|DISTRICTOFCOLUMBIA|DC|47900|765600|980325|1184925|1472550
12|001|ALACHUACOUNTY|FL|23540|510400|653550|789950|981700
12|003|BAKERCOUNTY|FL|27260|510400|653550|789950|981700
12|005|BAYCOUNTY|FL|37460|510400|653550|789950|981700
12|007|BRADFORDCOUNTY|FL||510400|653550|789950|981700
12|009|BREVARDCOUNTY|FL|37340|510400|653550|789950|981700
12|011|BROWARDCOUNTY|FL|33100|510400|653550|789950|981700
12|013|CALHOUNCOUNTY|FL||510400|653550|789950|981700
12|015|CHARLOTTECOUNTY|FL|39460|510400|653550|789950|981700
12|017|CITRUSCOUNTY|FL|26140|510400|653550|789950|981700
12|019|CLAYCOUNTY|FL|27260|510400|653550|789950|981700
12|021|COLLIERCOUNTY|FL|34940|510400|653550|789950|981700
12|023|COLUMBIACOUNTY|FL|29380|510400|653550|789950|981700
12|027|DESOTOCOUNTY|FL|11580|510400|653550|789950|981700
12|029|DIXIECOUNTY|FL||510400|653550|789950|981700
12|031|DUVALCOUNTY|FL|27260|510400|653550|789950|981700
12|033|ESCAMBIACOUNTY|FL|37860|510400|653550|789950|981700
12|035|FLAGLERCOUNTY|FL|19660|510400|653550|789950|981700
12|037|FRANKLINCOUNTY|FL||510400|653550|789950|981700
12|039|GADSDENCOUNTY|FL|45220|510400|653550|789950|981700
12|041|GILCHRISTCOUNTY|FL|23540|510400|653550|789950|981700
12|043|GLADESCOUNTY|FL||510400|653550|789950|981700
12|045|GULFCOUNTY|FL||510400|653550|789950|981700
12|047|HAMILTONCOUNTY|FL||510400|653550|789950|981700
12|049|HARDEECOUNTY|FL|48100|510400|653550|789950|981700
12|051|HENDRYCOUNTY|FL|17500|510400|653550|789950|981700
12|053|HERNANDOCOUNTY|FL|45300|510400|653550|789950|981700
12|055|HIGHLANDSCOUNTY|FL|42700|510400|653550|789950|981700
12|057|HILLSBOROUGHCOUNTY|FL|45300|510400|653550|789950|981700
12|059|HOLMESCOUNTY|FL||510400|653550|789950|981700
12|061|INDIANRIVERCOUNTY|FL|42680|510400|653550|789950|981700
12|063|JACKSONCOUNTY|FL||510400|653550|789950|981700
12|065|JEFFERSONCOUNTY|FL|45220|510400|653550|789950|981700
12|067|LAFAYETTECOUNTY|FL||510400|653550|789950|981700
12|069|LAKECOUNTY|FL|36740|510400|653550|789950|981700
12|071|LEECOUNTY|FL|15980|510400|653550|789950|981700
12|073|LEONCOUNTY|FL|45220|510400|653550|789950|981700
12|075|LEVYCOUNTY|FL|23540|510400|653550|789950|981700
12|077|LIBERTYCOUNTY|FL||510400|653550|789950|981700
12|079|MADISONCOUNTY|FL||510400|653550|789950|981700
12|081|MANATEECOUNTY|FL|35840|510400|653550|789950|981700
12|083|MARIONCOUNTY|FL|36100|510400|653550|789950|981700
12|085|MARTINCOUNTY|FL|38940|510400|653550|789950|981700
12|086|MIAMI-DADECOUNTY|FL|33100|510400|653550|789950|981700
12|087|MONROECOUNTY|FL|28580|552000|706650|854200|1061550
12|089|NASSAUCOUNTY|FL|27260|510400|653550|789950|981700
12|091|OKALOOSACOUNTY|FL|18880|510400|653550|789950|981700
12|093|OKEECHOBEECOUNTY|FL|36380|510400|653550|789950|981700
12|095|ORANGECOUNTY|FL|36740|510400|653550|789950|981700
12|097|OSCEOLACOUNTY|FL|36740|510400|653550|789950|981700
12|099|PALMBEACHCOUNTY|FL|33100|510400|653550|789950|981700
12|101|PASCOCOUNTY|FL|45300|510400|653550|789950|981700
12|103|PINELLASCOUNTY|FL|45300|510400|653550|789950|981700
12|105|POLKCOUNTY|FL|29460|510400|653550|789950|981700
12|107|PUTNAMCOUNTY|FL|37260|510400|653550|789950|981700
12|109|ST.JOHNSCOUNTY|FL|27260|510400|653550|789950|981700
12|111|ST.LUCIECOUNTY|FL|38940|510400|653550|789950|981700
12|113|SANTAROSACOUNTY|FL|37860|510400|653550|789950|981700
12|115|SARASOTACOUNTY|FL|35840|510400|653550|789950|981700
12|117|SEMINOLECOUNTY|FL|36740|510400|653550|789950|981700
12|119|SUMTERCOUNTY|FL|45540|510400|653550|789950|981700
12|121|SUWANNEECOUNTY|FL||510400|653550|789950|981700
12|123|TAYLORCOUNTY|FL||510400|653550|789950|981700
12|125|UNIONCOUNTY|FL||510400|653550|789950|981700
12|127|VOLUSIACOUNTY|FL|19660|510400|653550|789950|981700
12|129|WAKULLACOUNTY|FL|45220|510400|653550|789950|981700
12|131|WALTONCOUNTY|FL|18880|510400|653550|789950|981700
12|133|WASHINGTONCOUNTY|FL||510400|653550|789950|981700
13|001|APPLINGCOUNTY|GA||510400|653550|789950|981700
13|003|ATKINSONCOUNTY|GA|20060|510400|653550|789950|981700
13|005|BACONCOUNTY|GA||510400|653550|789950|981700
13|007|BAKERCOUNTY|GA||510400|653550|789950|981700
13|009|BALDWINCOUNTY|GA|33300|510400|653550|789950|981700
13|011|BANKSCOUNTY|GA||510400|653550|789950|981700
13|013|BARROWCOUNTY|GA|12060|510400|653550|789950|981700
13|015|BARTOWCOUNTY|GA|12060|510400|653550|789950|981700
13|017|BENHILLCOUNTY|GA|22340|510400|653550|789950|981700
13|019|BERRIENCOUNTY|GA||510400|653550|789950|981700
13|021|BIBBCOUNTY|GA|31420|510400|653550|789950|981700
13|023|BLECKLEYCOUNTY|GA||510400|653550|789950|981700
13|025|BRANTLEYCOUNTY|GA|15260|510400|653550|789950|981700
13|027|BROOKSCOUNTY|GA|46660|510400|653550|789950|981700
13|029|BRYANCOUNTY|GA|42340|510400|653550|789950|981700
13|031|BULLOCHCOUNTY|GA|44340|510400|653550|789950|981700
13|033|BURKECOUNTY|GA|12260|510400|653550|789950|981700
13|035|BUTTSCOUNTY|GA|12060|510400|653550|789950|981700
13|037|CALHOUNCOUNTY|GA||510400|653550|789950|981700
13|039|CAMDENCOUNTY|GA|41220|510400|653550|789950|981700
13|043|CANDLERCOUNTY|GA||510400|653550|789950|981700
13|045|CARROLLCOUNTY|GA|12060|510400|653550|789950|981700
13|047|CATOOSACOUNTY|GA|16860|510400|653550|789950|981700
