FIPSStateCode|FIPSCountyCode|CountyName|State|CBSANumber|One-UnitLimit|Two-UnitLimit|Three-UnitLimit|Four-UnitLimit
04|009|GRAHAMCOUNTY|AZ|40940|548250|702000|848500|1054500
04|011|GREENLEECOUNTY|AZ||548250|702000|848500|1054500
04|012|LAPAZCOUNTY|AZ||548250|702000|848500|1054500
04|013|MARICOPACOUNTY|AZ|38060|548250|702000|848500|1054500
04|015|MOHAVECOUNTY|AZ|29420|548250|702000|848500|1054500
04|017|NAVAJOCOUNTY|AZ|43320|548250|702000|848500|1054500
04|019|PIMACOUNTY|AZ|46060|548250|702000|848500|1054500
04|021|PINALCOUNTY|AZ|38060|548250|702000|848500|1054500
04|023|SANTACRUZCOUNTY|AZ|35700|548250|702000|848500|1054500
04|025|YAVAPAICOUNTY|AZ|39150|548250|702000|848500|1054500
04|027|YUMACOUNTY|AZ|49740|548250|702000|848500|1054500
05|001|ARKANSASCOUNTY|AR||548250|702000|848500|1054500
05|003|ASHLEYCOUNTY|AR||548250|702000|848500|1054500
05|005|BAXTERCOUNTY|AR|34260|548250|702000|848500|1054500
05|007|BENTONCOUNTY|AR|22220|548250|702000|848500|1054500
05|009|BOONECOUNTY|AR|25460|548250|702000|848500|1054500
05|011|BRADLEYCOUNTY|AR||548250|702000|848500|1054500
05|013|CALHOUNCOUNTY|AR|15780|548250|702000|848500|1054500
05|015|CARROLLCOUNTY|AR||548250|702000|848500|1054500
05|017|CHICOTCOUNTY|AR||548250|702000|848500|1054500
05|019|CLARKCOUNTY|AR|11660|548250|702000|848500|1054500
05|021|CLAYCOUNTY|AR||548250|702000|848500|1054500
05|023|CLEBURNECOUNTY|AR||548250|702000|848500|1054500
05|025|CLEVELANDCOUNTY|AR|38220|548250|702000|848500|1054500
05|027|COLUMBIACOUNTY|AR|31620|548250|702000|848500|1054500
05|029|CONWAYCOUNTY|AR||548250|702000|848500|1054500
05|031|CRAIGHEADCOUNTY|AR|27860|548250|702000|848500|1054500
05|033|CRAWFORDCOUNTY|AR|22900|548250|702000|848500|1054500
05|035|CRITTENDENCOUNTY|AR|32820|548250|702000|848500|1054500
05|037|CROSSCOUNTY|AR||548250|702000|848500|1054500
05|039|DALLASCOUNTY|AR||548250|702000|848500|1054500
05|041|DESHACOUNTY|AR||548250|702000|848500|1054500
05|043|DREWCOUNTY|AR||548250|702000|848500|1054500
05|045|FAULKNERCOUNTY|AR|30780|548250|702000|848500|1054500
05|047|FRANKLINCOUNTY|AR|22900|548250|702000|848500|1054500
05|049|FULTONCOUNTY|AR||548250|702000|848500|1054500
05|051|GARLANDCOUNTY|AR|26300|548250|702000|848500|1054500
05|053|GRANTCOUNTY|AR|30780|548250|702000|848500|1054500
05|055|GREENECOUNTY|AR|37500|548250|702000|848500|1054500
05|057|HEMPSTEADCOUNTY|AR|26260|548250|702000|848500|1054500
05|059|HOTSPRINGCOUNTY|AR|31680|548250|702000|848500|1054500
05|061|HOWARDCOUNTY|AR||548250|702000|848500|1054500
05|063|INDEPENDENCECOUNTY|AR|12900|548250|702000|848500|1054500
05|065|IZARDCOUNTY|AR||548250|702000|848500|1054500
05|067|JACKSONCOUNTY|AR||548250|702000|848500|1054500
05|069|JEFFERSONCOUNTY|AR|38220|548250|702000|848500|1054500
05|071|JOHNSONCOUNTY|AR||548250|702000|848500|1054500
05|073|LAFAYETTECOUNTY|AR||548250|702000|848500|1054500
05|075|LAWRENCECOUNTY|AR||548250|702000|848500|1054500
05|077|LEECOUNTY|AR||548250|702000|848500|1054500
05|079|LINCOLNCOUNTY|AR|38220|548250|702000|848500|1054500
05|081|LITTLERIVERCOUNTY|AR|45500|548250|702000|848500|1054500
05|083|LOGANCOUNTY|AR||548250|702000|848500|1054500
05|085|LONOKECOUNTY|AR|30780|548250|702000|848500|1054500
05|087|MADISONCOUNTY|AR|22220|548250|702000|848500|1054500
05|089|MARIONCOUNTY|AR||548250|702000|848500|1054500
05|091|MILLERCOUNTY|AR|45500|548250|702000|848500|1054500
05|093|MISSISSIPPICOUNTY|AR|14180|548250|702000|848500|1054500
05|095|MONROECOUNTY|AR||548250|702000|848500|1054500
05|097|MONTGOMERYCOUNTY|AR||548250|702000|848500|1054500
05|099|NEVADACOUNTY|AR|26260|548250|702000|848500|1054500
05|101|NEWTONCOUNTY|AR|25460|548250|702000|848500|1054500
05|103|OUACHITACOUNTY|AR|15780|548250|702000|848500|1054500
05|105|PERRYCOUNTY|AR|30780|548250|702000|848500|1054500
05|107|PHILLIPSCOUNTY|AR|25760|548250|702000|848500|1054500
05|109|PIKECOUNTY|AR||548250|702000|848500|1054500
05|111|POINSETTCOUNTY|AR|27860|548250|702000|848500|1054500
05|113|POLKCOUNTY|AR||548250|702000|848500|1054500
05|115|POPECOUNTY|AR|40780|548250|702000|848500|1054500
05|117|PRAIRIECOUNTY|AR||548250|702000|848500|1054500
05|119|PULASKICOUNTY|AR|30780|548250|702000|848500|1054500
05|121|RANDOLPHCOUNTY|AR||548250|702000|848500|1054500
05|123|ST.FRANCISCOUNTY|AR|22620|548250|702000|848500|1054500
05|125|SALINECOUNTY|AR|30780|548250|702000|848500|1054500
05|127|SCOTTCOUNTY|AR||548250|702000|848500|1054500
05|129|SEARCYCOUNTY|AR||548250|702000|848500|1054500
05|131|SEBASTIANCOUNTY|AR|22900|548250|702000|848500|1054500
05|133|SEVIERCOUNTY|AR||548250|702000|848500|1054500
05|135|SHARPCOUNTY|AR|12900|548250|702000|848500|1054500
05|137|STONECOUNTY|AR||548250|702000|848500|1054500
05|139|UNIONCOUNTY|AR|20980|548250|702000|848500|1054500
05|141|VANBURENCOUNTY|AR||548250|702000|848500|1054500
05|143|WASHINGTONCOUNTY|AR|22220|548250|702000|848500|1054500
05|145|WHITECOUNTY|AR|42620|548250|702000|848500|1054500
05|147|WOODRUFFCOUNTY|AR||548250|702000|848500|1054500
05|149|YELLCOUNTY|AR|40780|548250|702000|848500|1054500
06|001|ALAMEDACOUNTY|CA|41860|822375|1053000|1272750|1581750
06|003|ALPINECOUNTY|CA||548250|702000|848500|1054500
06|005|AMADORCOUNTY|CA||548250|702000|848500|1054500
06|007|BUTTECOUNTY|CA|17020|548250|702000|848500|1054500
06|009|CALAVERASCOUNTY|CA||548250|702000|848500|1054500
06|011|COLUSACOUNTY|CA||548250|702000|848500|1054500
06|013|CONTRACOSTACOUNTY|CA|41860|822375|1053000|1272750|1581750
06|015|DELNORTECOUNTY|CA|18860|548250|702000|848500|1054500
06|017|ELDORADOCOUNTY|CA|40900|598000|765550|925350|1150000
06|019|FRESNOCOUNTY|CA|23420|548250|702000|848500|1054500
06|021|GLENNCOUNTY|CA||548250|702000|848500|1054500
06|023|HUMBOLDTCOUNTY|CA|21700|548250|702000|848500|1054500
06|025|IMPERIALCOUNTY|CA|20940|548250|702000|848500|1054500
06|027|INYOCOUNTY|CA||548250|702000|848500|1054500
06|029|KERNCOUNTY|CA|12540|548250|702000|848500|1054500
06|031|KINGSCOUNTY|CA|25260|548250|702000|848500|1054500
06|033|LAKECOUNTY|CA|17340|548250|702000|848500|1054500
06|035|LASSENCOUNTY|CA|45000|548250|702000|848500|1054500
06|037|LOSANGELESCOUNTY|CA|31080|822375|1053000|1272750|1581750
06|039|MADERACOUNTY|CA|31460|548250|702000|848500|1054500
06|041|MARINCOUNTY|CA|41860|822375|1053000|1272750|1581750
06|043|MARIPOSACOUNTY|CA||548250|702000|848500|1054500
06|045|MENDOCINOCOUNTY|CA|46380|548250|702000|848500|1054500
06|047|MERCEDCOUNTY|CA|32900|548250|702000|848500|1054500
06|049|MODOCCOUNTY|CA||548250|702000|848500|1054500
06|051|MONOCOUNTY|CA||548250|702000|848500|1054500
06|053|MONTEREYCOUNTY|CA|41500|739450|946650|1144250|1422050
06|055|NAPACOUNTY|CA|34900|816500|1045250|1263500|1570200
06|057|NEVADACOUNTY|CA|46020|548250|702000|848500|1054500
06|059|ORANGECOUNTY|CA|31080|822375|1053000|1272750|1581750
06|061|PLACERCOUNTY|CA|40900|598000|765550|925350|1150000
06|063|PLUMASCOUNTY|CA||548250|702000|848500|1054500
06|065|RIVERSIDECOUNTY|CA|40140|548250|702000|848500|1054500
06|067|SACRAMENTOCOUNTY|CA|40900|598000|765550|925350|1150000
06|069|SANBENITOCOUNTY|CA|41940|822375|1053000|1272750|1581750
06|071|SANBERNARDINOCOUNTY|CA|40140|548250|702000|848500|1054500
06|073|SANDIEGOCOUNTY|CA|41740|753250|964300|1165600|1448600
06|075|SANFRANCISCOCOUNTY|CA|41860|822375|1053000|1272750|1581750
06|077|SANJOAQUINCOUNTY|CA|44700|548250|702000|848500|1054500
06|079|SANLUISOBISPOCOUNTY|CA|42020|701500|898050|1085550|1349050
06|081|SANMATEOCOUNTY|CA|41860|822375|1053000|1272750|1581750
06|083|SANTABARBARACOUNTY|CA|42200|660100|845050|1021450|1269450
06|085|SANTACLARACOUNTY|CA|41940|822375|1053000|1272750|1581750
06|087|SANTACRUZCOUNTY|CA|42100|822375|1053000|1272750|1581750
06|089|SHASTACOUNTY|CA|39820|548250|702000|848500|1054500
06|091|SIERRACOUNTY|CA||548250|702000|848500|1054500
06|093|SISKIYOUCOUNTY|CA||548250|702000|848500|1054500
06|095|SOLANOCOUNTY|CA|46700|550850|705200|852400|1059350
06|097|SONOMACOUNTY|CA|42220|707250|905400|1094450|1360100
06|099|STANISLAUSCOUNTY|CA|33700|548250|702000|848500|1054500
06|101|SUTTERCOUNTY|CA|49700|548250|702000|848500|1054500
06|103|TEHAMACOUNTY|CA|39780|548250|702000|848500|1054500
06|105|TRINITYCOUNTY|CA||548250|702000|848500|1054500
06|107|TULARECOUNTY|CA|47300|548250|702000|848500|1054500
06|109|TUOLUMNECOUNTY|CA|43760|548250|702000|848500|1054500
06|111|VENTURACOUNTY|CA|37100|739450|946650|1144250|1422050
06|113|YOLOCOUNTY|CA|40900|598000|765550|925350|1150000
06|115|YUBACOUNTY|CA|49700|548250|702000|848500|1054500
08|001|ADAMSCOUNTY|CO|19740|596850|764050|923600|1147800
08|003|ALAMOSACOUNTY|CO||548250|702000|848500|1054500
08|005|ARAPAHOECOUNTY|CO|19740|596850|764050|923600|1147800
08|007|ARCHULETACOUNTY|CO||548250|702000|848500|1054500
08|009|BACACOUNTY|CO||548250|702000|848500|1054500
08|011|BENTCOUNTY|CO||548250|702000|848500|1054500
08|013|BOULDERCOUNTY|CO|14500|654350|837700|1012550|1258400
08|014|BROOMFIELDCOUNTY|CO|19740|596850|764050|923600|1147800
08|015|CHAFFEECOUNTY|CO||548250|702000|848500|1054500
08|017|CHEYENNECOUNTY|CO||548250|702000|848500|1054500
08|019|CLEARCREEKCOUNTY|CO|19740|596850|764050|923600|1147800
08|021|CONEJOSCOUNTY|CO||548250|702000|848500|1054500
08|023|COSTILLACOUNTY|CO||548250|702000|848500|1054500
08|025|CROWLEYCOUNTY|CO||548250|702000|848500|1054500
08|027|CUSTERCOUNTY|CO||548250|702000|848500|1054500
08|029|DELTACOUNTY|CO||548250|702000|848500|1054500
08|031|DENVERCOUNTY|CO|19740|596850|764050|923600|1147800
08|033|DOLORESCOUNTY|CO||548250|702000|848500|1054500
08|035|DOUGLASCOUNTY|CO|19740|596850|764050|923600|1147800
08|037|EAGLECOUNTY|CO|20780|822250|1052650|1272400|1581300
08|039|ELBERTCOUNTY|CO|19740|596850|764050|923600|1147800
08|041|ELPASOCOUNTY|CO|17820|548250|702000|848500|1054500
08|043|FREMONTCOUNTY|CO|15860|548250|702000|848500|1054500
08|045|GARFIELDCOUNTY|CO|24060|765600|980325|1184925|1472550
08|047|GILPINCOUNTY|CO|19740|596850|764050|923600|1147800
08|049|GRANDCOUNTY|CO||548250|702000|848500|1054500
08|051|GUNNISONCOUNTY|CO||548250|702000|848500|1054500
08|053|HINSDALECOUNTY|CO||548250|702000|848500|1054500
08|055|HUERFANOCOUNTY|CO||548250|702000|848500|1054500
08|057|JACKSONCOUNTY|CO||548250|702000|848500|1054500
08|059|JEFFERSONCOUNTY|CO|19740|596850|764050|923600|1147800
08|061|KIOWACOUNTY|CO||548250|702000|848500|1054500
08|063|KITCARSONCOUNTY|CO||548250|702000|848500|1054500
08|065|LAKECOUNTY|CO||625500|800775|967950|1202925
08|067|LAPLATACOUNTY|CO|20420|548250|702000|848500|1054500
08|069|LARIMERCOUNTY|CO|22660|548250|702000|848500|1054500
08|071|LASANIMASCOUNTY|CO||548250|702000|848500|1054500
08|073|LINCOLNCOUNTY|CO||548250|702000|848500|1054500
08|075|LOGANCOUNTY|CO|44540|548250|702000|848500|1054500
08|077|MESACOUNTY|CO|24300|548250|702000|848500|1054500
08|079|MINERALCOUNTY|CO||548250|702000|848500|1054500
08|081|MOFFATCOUNTY|CO|18780|548250|702000|848500|1054500
08|083|MONTEZUMACOUNTY|CO||548250|702000|848500|1054500
08|085|MONTROSECOUNTY|CO|33940|548250|702000|848500|1054500
08|087|MORGANCOUNTY|CO|22820|548250|702000|848500|1054500
08|089|OTEROCOUNTY|CO||548250|702000|848500|1054500
08|091|OURAYCOUNTY|CO|33940|548250|702000|848500|1054500
08|093|PARKCOUNTY|CO|19740|596850|764050|923600|1147800
08|095|PHILLIPSCOUNTY|CO||548250|702000|848500|1054500
08|097|PITKINCOUNTY|CO|24060|765600|980325|1184925|1472550
08|099|PROWERSCOUNTY|CO||548250|702000|848500|1054500
08|101|PUEBLOCOUNTY|CO|39380|548250|702000|848500|1054500
08|103|RIOBLANCOCOUNTY|CO||548250|702000|848500|1054500
08|105|RIOGRANDECOUNTY|CO||548250|702000|848500|1054500
08|107|ROUTTCOUNTY|CO|44460|678500|868600|1049950|1304850
08|109|SAGUACHECOUNTY|CO||548250|702000|848500|1054500
08|111|SANJUANCOUNTY|CO||548250|702000|848500|1054500
08|113|SANMIGUELCOUNTY|CO||649750|831800|1005450|1249550
08|115|SEDGWICKCOUNTY|CO||548250|702000|848500|1054500
08|117|SUMMITCOUNTY|CO|14720|822375|1053000|1272750|1581750
08|119|TELLERCOUNTY|CO|17820|548250|702000|848500|1054500
08|121|WASHINGTONCOUNTY|CO||548250|702000|848500|1054500
08|123|WELDCOUNTY|CO|24540|548250|702000|848500|1054500
08|125|YUMACOUNTY|CO||548250|702000|848500|1054500
09|001|FAIRFIELDCOUNTY|CT|14860|601450|769950|930700|1156650
09|003|HARTFORDCOUNTY|CT|25540|548250|702000|848500|1054500
09|005|LITCHFIELDCOUNTY|CT|45860|548250|702000|848500|1054500
09|007|MIDDLESEXCOUNTY|CT|25540|548250|702000|848500|1054500
09|009|NEWHAVENCOUNTY|CT|35300|548250|702000|848500|1054500
09|011|NEWLONDONCOUNTY|CT|35980|548250|702000|848500|1054500
09|013|TOLLANDCOUNTY|CT|25540|548250|702000|848500|1054500
09|015|WINDHAMCOUNTY|CT|49340|548250|702000|848500|1054500
10|001|KENTCOUNTY|DE|20100|548250|702000|848500|1054500
10|003|NEWCASTLECOUNTY|DE|37980|548250|702000|848500|1054500
10|005|SUSSEXCOUNTY|DE|41540|548250|702000|848500|1054500
11|001|DISTRICTOFCOLUMBIA|DC|47900|822375|1053000|1272750|1581750
12|001|ALACHUACOUNTY|FL|23540|548250|702000|848500|1054500
12|003|BAKERCOUNTY|FL|27260|548250|702000|848500|1054500
12|005|BAYCOUNTY|FL|37460|548250|702000|848500|1054500
12|007|BRADFORDCOUNTY|FL||548250|702000|848500|1054500
12|009|BREVARDCOUNTY|FL|37340|548250|702000|848500|1054500
12|011|BROWARDCOUNTY|FL|33100|548250|702000|848500|1054500
12|013|CALHOUNCOUNTY|FL||548250|702000|848500|1054500
12|015|CHARLOTTECOUNTY|FL|39460|548250|702000|848500|1054500
12|017|CITRUSCOUNTY|FL|26140|548250|702000|848500|1054500
12|019|CLAYCOUNTY|FL|27260|548250|702000|848500|1054500
12|021|COLLIERCOUNTY|FL|34940|548250|702000|848500|1054500
12|023|COLUMBIACOUNTY|FL|29380|548250|702000|848500|1054500
12|027|DESOTOCOUNTY|FL|11580|548250|702000|848500|1054500
12|029|DIXIECOUNTY|FL||548250|702000|848500|1054500
12|031|DUVALCOUNTY|FL|27260|548250|702000|848500|1054500
12|033|ESCAMBIACOUNTY|FL|37860|548250|702000|848500|1054500
12|035|FLAGLERCOUNTY|FL|19660|548250|702000|848500|1054500
12|037|FRANKLINCOUNTY|FL||548250|702000|848500|1054500
12|039|GADSDENCOUNTY|FL|45220|548250|702000|848500|1054500
12|041|GILCHRISTCOUNTY|FL|23540|548250|702000|848500|1054500
12|043|GLADESCOUNTY|FL||548250|702000|848500|1054500
12|045|GULFCOUNTY|FL||548250|702000|848500|1054500
12|047|HAMILTONCOUNTY|FL||548250|702000|848500|1054500
12|049|HARDEECOUNTY|FL|48100|548250|702000|848500|1054500
12|051|HENDRYCOUNTY|FL|17500|548250|702000|848500|1054500
12|053|HERNANDOCOUNTY|FL|45300|548250|702000|848500|1054500
12|055|HIGHLANDSCOUNTY|FL|42700|548250|702000|848500|1054500
12|057|HILLSBOROUGHCOUNTY|FL|45300|548250|702000|848500|1054500
12|059|HOLMESCOUNTY|FL||548250|702000|848500|1054500
12|061|INDIANRIVERCOUNTY|FL|42680|548250|702000|848500|1054500
12|063|JACKSONCOUNTY|FL||548250|702000|848500|1054500
12|065|JEFFERSONCOUNTY|FL|45220|548250|702000|848500|1054500
12|067|LAFAYETTECOUNTY|FL||548250|702000|848500|1054500
12|069|LAKECOUNTY|FL|36740|548250|702000|848500|1054500
12|071|LEECOUNTY|FL|15980|548250|702000|848500|1054500
12|073|LEONCOUNTY|FL|45220|548250|702000|848500|1054500
12|075|LEVYCOUNTY|FL|23540|548250|702000|848500|1054500
12|077|LIBERTYCOUNTY|FL||548250|702000|848500|1054500
12|079|MADISONCOUNTY|FL||548250|702000|848500|1054500
12|081|MANATEECOUNTY|FL|35840|548250|702000|848500|1054500
12|083|MARIONCOUNTY|FL|36100|548250|702000|848500|1054500
12|085|MARTINCOUNTY|FL|38940|548250|702000|848500|1054500
12|086|MIAMI-DADECOUNTY|FL|33100|548250|702000|848500|1054500
12|087|MONROECOUNTY|FL|28580|608350|778800|941400|1169900
12|089|NASSAUCOUNTY|FL|27260|548250|702000|848500|1054500
12|091|OKALOOSACOUNTY|FL|18880|548250|702000|848500|1054500
12|093|OKEECHOBEECOUNTY|FL|36380|548250|702000|848500|1054500
12|095|ORANGECOUNTY|FL|36740|548250|702000|848500|1054500
12|097|OSCEOLACOUNTY|FL|36740|548250|702000|848500|1054500
12|099|PALMBEACHCOUNTY|FL|33100|548250|702000|848500|1054500
12|101|PASCOCOUNTY|FL|45300|548250|702000|848500|1054500
12|103|PINELLASCOUNTY|FL|45300|548250|702000|848500|1054500
12|105|POLKCOUNTY|FL|29460|548250|702000|848500|1054500
12|107|PUTNAMCOUNTY|FL|37260|548250|702000|848500|1054500
12|109|ST.JOHNSCOUNTY|FL|27260|548250|702000|848500|1054500
12|111|ST.LUCIECOUNTY|FL|38940|548250|702000|848500|1054500
12|113|SANTAROSACOUNTY|FL|37860|548250|702000|848500|1054500
12|115|SARASOTACOUNTY|FL|35840|548250|702000|848500|1054500
12|117|SEMINOLECOUNTY|FL|36740|548250|702000|848500|1054500
12|119|SUMTERCOUNTY|FL|45540|548250|702000|848500|1054500
12|121|SUWANNEECOUNTY|FL||548250|702000|848500|1054500
12|123|TAYLORCOUNTY|FL||548250|702000|848500|1054500
12|125|UNIONCOUNTY|FL||548250|702000|848500|1054500
12|127|VOLUSIACOUNTY|FL|19660|548250|702000|848500|1054500
12|129|WAKULLACOUNTY|FL|45220|548250|702000|848500|1054500
12|131|WALTONCOUNTY|FL|18880|548250|702000|848500|1054500
12|133|WASHINGTONCOUNTY|FL||548250|702000|848500|1054500
13|001|APPLINGCOUNTY|GA||548250|702000|848500|1054500
13|003|ATKINSONCOUNTY|GA|20060|548250|702000|848500|1054500
13|005|BACONCOUNTY|GA||548250|702000|848500|1054500
13|007|BAKERCOUNTY|GA||548250|702000|848500|1054500
13|009|BALDWINCOUNTY|GA|33300|548250|702000|848500|1054500
13|011|BANKSCOUNTY|GA||548250|702000|848500|1054500
13|013|BARROWCOUNTY|GA|12060|548250|702000|848500|1054500
13|015|BARTOWCOUNTY|GA|12060|548250|702000|848500|1054500
13|017|BENHILLCOUNTY|GA|22340|548250|702000|848500|1054500
13|019|BERRIENCOUNTY|GA||548250|702000|848500|1054500
13|021|BIBBCOUNTY|GA|31420|548250|702000|848500|1054500
